	10776.Healthy	10850.Healthy	10543.Healthy	10246.Healthy	10156.Gastrectomy	10684.Healthy	10463.Healthy	10100.Healthy	10342.Gastrectomy	10357.Healthy	10234.Gastrectomy	10537.Healthy	10304.Healthy	10701.Healthy	10197.Healthy	10486.Healthy	10132.Healthy	10680.Gastrectomy	10036.Healthy	10487.Healthy	10166.Gastrectomy	10317.Healthy	10183.Healthy	10791.Gastrectomy	10319.Gastrectomy	10208.Healthy	10554.Gastrectomy	10465.Healthy	10784.Healthy	10341.Healthy	10114.Healthy	10558.Gastrectomy	10215.Healthy	10794.Healthy	10423.Gastrectomy	10207.Healthy	10112.Gastrectomy	10205.Gastrectomy	10354.Healthy	10741.Healthy	10632.Healthy	10107.Healthy	10696.Gastrectomy	10538.Gastrectomy	10623.Gastrectomy	10360.Gastrectomy	10258.Healthy	10673.Gastrectomy	10192.Gastrectomy	10657.Healthy	10064.Gastrectomy	10433.Gastrectomy	10025.Healthy	10037.Healthy	10257.Gastrectomy	10060.Healthy	10297.Gastrectomy	10378.Healthy	10244.Healthy	10291.Gastrectomy	10647.Healthy	10501.Gastrectomy	10250.Healthy	10519.Healthy	10540.Gastrectomy	10733.Healthy	10219.Healthy	10563.Gastrectomy	10369.Gastrectomy	10355.Gastrectomy	10058.Healthy	10176.Gastrectomy	10048.Healthy	10451.Gastrectomy	10751.Gastrectomy	10105.Healthy	10703.Gastrectomy	10599.Gastrectomy	10080.Healthy	10807.Healthy	10395.Gastrectomy	10742.Gastrectomy	10321.Gastrectomy	10302.Healthy	10810.Gastrectomy	10167.Gastrectomy	10659.Healthy	10231.Healthy	10690.Gastrectomy	10457.Gastrectomy	10698.Healthy	10782.Gastrectomy	10340.Healthy	10189.Gastrectomy	10226.Healthy	10106.Healthy
C00029_UDP-glucose	31.29186117	32.985935999999995	0.0	0.0	0.0	0.0	50.04136778	64.51015945	25.84914938	0.0	0.0	62.07761162	80.09830247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.27873156	0.0	0.0	51.22047783	0.0	0.0	50.74763982	0.0	56.84466685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.97757499	0.0	0.0	0.0	0.0	0.0	0.0	48.47009056	0.0	79.93545804	0.0	21.30320561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.82114514	52.06288051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.35077340000001	22.9555184	0.0	0.0	32.55342884	45.44842126	0.0	0.0	126.19016289999999	93.90715566	0.0	0.0	28.94532541	0.0	0.0	0.0	0.0	0.0
C00037_Gly	29787.22431	9873.640769	7615.268532999998	3021.129674	26728.0	2425.846375	3459.595818	2204.456686	1976.131647	3460.841387	1135.333835	4116.415322	17182.63089	769.5731516	51030.0	753.4237126	9946.714511	21370.0	538.9644910000002	485.09986460000016	18727.0	1514.977615	905.9482644999999	1248.0	67855.0	1456.847653	3506.0	1929.9099899999999	11165.85213	1853.6140739999998	3167.897434	11700.0	872.3790431	1019.298283	28067.0	1506.029608	12899.0	726.308771	29643.26958	40122.60638000001	1066.299777	13350.39069	17907.0	14536.0	2913.0	19078.0	1879.793073	8880.0	1144.107145	3178.324001	24721.0	4609.0	12647.587459999999	6493.109733	782.543766	19872.10665	476.57178949999997	1244.502301	3477.259175	30861.0	2963.322788	558.4641958	16455.15454	1571.63464	75191.0	880.3355347999999	13483.159	7893.0	31825.0	3552.605325	6730.011221	17302.0	1031.718124	24023.0	9001.0	958.6387704	849.0	106696.0	37735.58689	1233.376975	13624.0	49680.0	29083.58382	1266.5980539999996	1364.0	15150.0	9678.795411	21027.939980000006	9492.0	45204.0	2367.2090129999997	1288.0	1989.664944	630.1424634	1569.5686970000006	695.6067009
C00041_Ala	22679.75291	6449.420147	5255.2774100000015	3338.712105	45131.0	2820.352939	3170.578529	13464.69205	4244.251152000002	2191.855289	1202.662761	2643.502083	12721.065709999999	2102.836438	42718.0	1559.1419449999999	6681.097084	32236.0	12733.53519	1197.913076	42371.0	2272.887267	16161.415469999998	1675.0	61507.0	4400.6954909999995	4194.0	1593.1255720000001	17974.23694	2060.678107	3921.349278	34636.0	1967.540919	1365.341739	19170.0	3277.83184	26895.0	1601.6181880000001	24252.48181	21923.78736	1330.566603	3654.881094	29484.0	29100.0	5284.0	50533.0	4343.964159	18320.0	2447.588593	6227.572407	38961.0	6596.0	4712.878007	5494.831715	1929.048881	9872.654217	1069.638053	2409.874967	3523.861752000001	47378.0	6861.955367000001	1091.02931	4610.471782	1834.9130530000002	70386.0	1471.95478	2998.90866	19442.0	61735.0	3421.395692	12100.53127	20855.0	1310.612598	31797.0	4488.0	1043.342694	1705.0	53158.0	13589.94811	2183.056369000001	21356.0	30184.0	19000.017509999998	1589.900063	2936.0	11665.0	11307.4931	13148.132759999999	16917.0	58388.0	4517.324581	2177.0	3687.710432	1147.307399	2943.549261	887.1726864
C00042_Succinate	24582.84561	54324.27134	8868.482334999999	3865.792171	186519.0	1597.7144560000006	10410.880729999999	883.4182427999997	1883.011909	3421.037931000001	1748.202923	1728.8281379999999	320.0424551000001	1748.4251120000001	144164.0	1545.157027	4185.329902	18520.0	1708.185571	556.6155461	39404.0	978.473922	7652.495965000001	3713.0	16547.0	2914.504583	22027.0	2171.94895	44784.46631	3093.713014	66384.56901	44539.0	809.5400396000001	2018.89574	116425.0	1965.403016	17721.0	628.6659695000002	44126.1048	23136.936009999998	606.2317857	65508.14455	16605.0	18688.0	3015.0	41079.0	1171.458414	5294.0	731.4103237	895.6880385	52973.0	6397.0	53982.28467000001	2708.5096550000007	614.7621458	94496.01254	678.4142267999998	712.6903434	1278.5025779999999	13303.0	6080.885216	1088.626107	2096.6120730000002	2199.3952679999998	110721.0	84783.56427	34632.90871	8296.0	26634.0	8642.383744	5509.869101	23158.0	48792.70377	12614.0	9725.0	1163.52459	430.0	106690.0	18895.37925	11996.20593	10244.0	51409.0	93817.49192	1763.396227	2509.0	12654.0	928.6943276000001	3865.1682189999997	11004.0	43136.0	1159.1468619999996	3561.0	6232.291944	591.6875242000001	1135.483642	843.0698766
C00043_UDP-N-acetylglucosamine	94.85460985	57.09567588	55.43808743	87.85790457	0.0	72.81876849	120.5754281	174.7136217	86.54133916	0.0	0.0	97.94979366	77.8139949	0.0	0.0	57.90237376	0.0	0.0	82.33423362	0.0	0.0	40.78732612	64.7985169	42.0	0.0	94.24518723	0.0	0.0	125.8044487	49.86009132	172.3951402	0.0	0.0	0.0	0.0	107.85191680000001	0.0	35.88346420000001	0.0	52.11733371	60.93057148	77.24464954	0.0	0.0	103.0	0.0	63.84148101	0.0	103.79347320000001	136.63671019999998	0.0	0.0	166.44467790000004	95.36748321	48.40955715	151.5090292	0.0	77.76445289	46.33208656	0.0	0.0	42.35449689	74.31781251	164.0530915	0.0	122.4963966	140.7138301	0.0	0.0	68.10933071	80.18907643	0.0	93.55345245	0.0	0.0	51.270464200000006	39.0	0.0	66.65339947	39.52593447	0.0	0.0	67.79734814	106.63172479999999	50.0	0.0	128.8249645	202.5885686	0.0	0.0	122.05593710000001	0.0	56.69539859	28.356175899999997	81.15152285	47.67458597
C00044_GTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3885.8878310000014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4040.802063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5358.39368	12733.93777	0.0	2831.704977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4672.368297	0.0	0.0	8880.819071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C00047_Lys	7726.081701000001	4916.017833	5320.115318	5548.560264	940.0	3387.967073	3567.059586	2620.096281	3245.121884	3699.7261770000014	2559.5178309999997	9456.258596	6022.66236	4171.9527990000015	33088.0	3302.8881079999996	8872.773768000001	3958.0	7403.339012	1861.9081199999998	14475.0	7105.450747	2777.953154	1589.0	18309.0	5171.576792	2032.0	3718.842046	8032.944934999998	4414.859378	2640.54813	2138.0	4002.4544969999997	4253.231475	5683.0	2233.703925	9258.0	1044.294817	17115.43144	28067.170439999998	2874.693177	2110.6854359999998	11064.0	10075.0	2166.0	2335.0	5014.302585	3591.0	5079.940896	9057.877661	15051.0	606.0	5209.798254	11569.67645	4125.461495000001	7537.381007999998	1080.088802	4636.190573	5416.24667	18827.0	4261.164028	2842.025982	4536.1275369999985	2812.0563399999996	32866.0	7796.387662999998	2909.1849850000012	4840.0	18523.0	5327.676152	5520.031166	1986.0	1432.6389869999994	12626.0	3178.0	3280.7872989999996	1660.0	22184.0	5058.947089	2002.522623	3108.0	23156.0	24956.346169999997	1876.113324	1464.0	5064.0	1699.317632	7091.039745	1861.0	23236.0	3801.3253219999997	2809.0	6164.0623399999995	2957.646883	4658.853284000002	2809.463846
C00049_Asp	4508.844716	2001.466258	3395.427352	7294.06583	3441.0	4138.867565	6800.368998000001	2710.658206	4220.058005	3341.197591	2547.0634170000008	3640.568715	3339.380898	5932.76944	4083.0	2830.467366	2493.229863	2401.0	2654.0101170000007	564.1324886	2079.0	2186.979167	3218.238974	5219.0	8182.0	8842.114899	3081.0	2821.031803000001	9198.528639	6462.444843	5024.5668829999995	1032.0	2560.668789	5996.754776	8273.0	3002.335502	2025.0	1204.951563	3428.15421	2156.8073600000002	3582.4669299999996	1333.611171	2369.0	2929.0	9123.0	2523.0	3372.1742299999996	3704.0	6645.493731000001	5971.6036619999995	4196.0	5922.0	5832.09832	6901.790370999999	4126.68874	9101.455592	1718.021152	5611.871928000001	4281.842458	13298.0	4656.2687399999995	2623.368575	7397.197776999998	5242.897631	9657.0	5922.272364	4392.461482	565.0	15990.0	4057.489315	3997.795882	3114.0	4992.338178	5246.0	564.0	2302.503212	1832.0	6857.0	6100.746206	4449.835161	8008.0	2120.0	5538.882697	2977.3096769999997	4722.0	749.0	6788.407368000001	8066.924501	1454.0	8566.0	6544.7097909999975	5395.0	6532.88227	3303.381725	4510.338516	2027.0099309999998
C00051_Glutathione(red)	0.0	0.0	0.0	3.775189819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.483489757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7569344180000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2436008	0.0	0.0	39.55087577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C00055_CMP	37.84878065	0.0	28.06794058	0.0	0.0	39.81060937	0.0	0.0	21.38984435	19.33554009	0.0	22.13727428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.28692753	0.0	0.0	0.0	0.0	0.0	0.0	19.34289168	33.17167758	0.0	0.0	0.0	24.2889336	0.0	0.0	0.0	0.0	0.0	0.0	40.86115384	0.0	0.0	0.0	64.0	0.0	0.0	0.0	65.27214189	26.47474716	0.0	0.0	60.55295261	51.43178226	21.4824063	0.0	0.0	22.32228905	31.24481467	0.0	0.0	23.68613368	43.77039878	37.64234984	0.0	53.53315286	33.50663228	0.0	0.0	31.25098854	0.0	0.0	37.1084603	0.0	0.0	55.32874286	0.0	0.0	0.0	16.94667622	0.0	0.0	53.82703185	32.44683907	38.0	0.0	0.0	0.0	0.0	0.0	58.84595209	0.0	33.56097518	36.12857137	0.0	0.0
C00062_Arg	569.3256171	1765.4304960000006	1165.6000609999999	3066.0529530000013	148.0	1726.8521170000001	953.6620857999999	595.7771034	916.8563405	1572.71668	550.3194279	1289.935108	824.2795193	1312.1593	13535.0	1608.677941	4351.16902	320.0	675.4150675	321.8584787	682.0	3214.802957	1037.989102	304.0	138.0	1128.78504	67.0	1117.3162929999999	2179.642212	1829.2237089999999	1028.2966390000001	101.0	1650.362148	1091.700167	540.0	537.1041047	87.0	489.4922308999999	6038.444783	409.8280319	1019.2948130000001	328.676796	80.0	68.0	579.0	111.0	1320.545709	157.0	2599.854844	1292.226967	101.0	78.0	832.410527	2152.241463	2039.016307	1092.775632	536.8173257	1509.928007	1738.786997	191.0	1005.7903259999999	781.693303	1408.9571	1429.888101	116.0	403.41808280000004	431.1835251	32.0	403.0	762.3748949	588.9238782000001	126.0	540.3794791	107.0	1373.0	1260.273967	647.0	312.0	1625.9135199999994	709.9359159	261.0	6462.0	1003.6599130000001	612.0498426	427.0	96.0	359.45644330000016	716.8470953	75.0	157.0	893.3901367000003	1015.0	937.9692031	827.9940928999997	1488.869024	575.9133148
C00064_Gln	2773.992955	1476.953433	3276.654366	562.7431853999999	1327.0	905.0001914	1187.724137	682.7973948	1067.586731	480.3729141	485.5086751	949.0885639	598.0612382999999	535.5804796	6504.0	502.5361641	3225.835221000001	290.0	526.5389156	323.5405322	913.0	519.226769	420.1412116	441.0	2066.0	1166.641126	258.0	426.77683160000004	985.9706023	594.3887846	1216.052664	351.0	641.7813777000001	362.19566710000004	1182.0	881.121401	158.0	494.1424813	4558.122443	5638.4016729999985	428.3475681	687.9091899	61.0	74.0	2442.0	190.0	750.0406326	210.0	1118.351062	1259.8098810000001	670.0	0.0	1252.076526	871.0537943	607.7555622000001	835.6513715	392.29701889999996	869.8916421	1417.0251289999999	1645.0	719.9272071	346.91844130000015	2058.93526	1464.155519	2126.0	677.1275508	645.5333531	0.0	1422.0	1350.825292	1137.090531	289.0	477.33464349999997	747.0	1353.0	314.497375	526.0	4998.0	2280.359743	779.5486287	286.0	12621.0	1189.618902	965.8045763	869.0	1780.0	408.2128603	2906.772055	0.0	1210.0	1123.404874	615.0	852.1034289999999	414.1714874	1288.59294	564.298181
C00065_Ser	787.5351385	419.47232	522.5284488	440.18929239999994	3799.0	467.9206985	454.20354389999994	321.709302	443.82608160000007	527.752642	378.15182460000005	540.6426594	412.9708192	391.7435523	1523.0	249.21619429999998	4558.885657	1434.0	359.6513034	500.80243550000006	3603.0	544.9165491	343.77457549999997	451.0	4196.0	683.2425820000002	1248.0	380.99996519999996	454.1431078	480.5477613	501.0514892	483.0	436.9721859	429.58331889999994	7942.0	647.1076816000002	541.0	471.58813480000003	826.1479656	432.9989288	259.4754856	303.6784742	1032.0	992.0	902.0	607.0	569.3748704	2267.0	385.4405568	701.0414919	142.0	602.0	624.3041952000002	645.2507902000001	316.6697220000001	331.8175276	413.72840110000004	332.0513128	620.2426072000002	5730.0	685.2515132	403.1191091	1540.579342	612.2783574	526.0	643.3241576	393.87859610000004	431.0	1715.0	620.5372537000002	985.9714402999999	2437.0	374.16859839999995	617.0	225.0	250.09258930000001	324.0	211.0	3527.964771	787.4366583999997	6811.0	323.0	1221.499361	572.8215166	433.0	806.0	263.67788790000003	891.1591771	1826.0	3813.0	675.4098954	411.0	811.3150222999999	569.3291575000002	517.2886536999998	309.7377358
C00073_Met	193.9983852	1497.268009	108.6468542	55.89626626	3962.0	181.9651782	109.7685987	69.07867743	140.2667884	134.01951409999998	157.65767219999995	161.2738361	117.8804842	171.76923359999995	6933.0	167.7782694	549.912413	1711.0	19.10750128	173.2476939	3365.0	101.3205439	28.18995659	67.0	5907.0	450.35282750000016	245.0	109.6494442	481.0648772	156.2306405	113.94032379999999	430.0	130.4282284	97.97825149	2024.0	90.70142295	378.0	132.4830906	3739.211293	3997.4153340000003	129.22019170000002	46.10440437	1715.0	817.0	115.0	2912.0	131.80791499999998	272.0	145.75603930000003	844.6067605000003	6004.0	40.0	167.8084075	162.6695683	17.80471669	620.5376717	61.37724605	221.8744094	327.1524085	6334.0	308.9567255	121.84062420000001	911.3875824999999	167.4313965	10173.0	112.7386132	202.6809881	695.0	6511.0	134.8138636	66.69290952	1443.0	88.99717492	2151.0	559.0	41.99124254	56.0	8597.0	1921.1767320000001	59.23130847	2332.0	8022.0	2205.6409719999997	80.09465792	95.0	969.0	101.7120517	677.8042842	579.0	4503.0	129.4483572	128.0	208.5293498	65.89544399	182.56954840000003	40.31014831
C00074_PEP	150.6992832	44.48173733	0.0	0.0	0.0	0.0	0.0	176.57083269999995	0.0	0.0	0.0	166.1711757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.09517019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.98551041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C00077_Ornithine	2261.3482559999998	351.2490311	1288.1709130000004	1186.7644300000004	5154.0	211.2990691	143.33927830000005	776.8812756	312.869924	436.6400808	192.53115369999998	336.2049245	463.82327879999997	205.5332194	6943.0	160.1513763	499.87112110000004	903.0	135.94338280000002	124.668723	7119.0	312.1579045	208.3863687	321.0	2664.0	689.8357535	442.0	465.15176950000006	708.8233836	503.24998830000004	436.3880044	2434.0	279.42864560000004	100.55899559999999	831.0	281.84681889999996	2403.0	76.57301953	3204.820169	5445.039476	190.3374293	292.2038394	1406.0	216.0	874.0	3298.0	1826.232109	508.0	285.5143166000001	3240.093948	3834.0	238.0	395.24830910000003	1401.365419	248.30436690000002	289.7897017	115.7606351	886.5967626	1372.7989220000004	4730.0	1009.029032	145.1403015	918.4386232	230.31665690000003	7543.0	144.9432237	765.2015018	577.0	3567.0	647.4101182	1672.266899	768.0	269.8227895	4670.0	837.0	159.73645430000005	270.0	9021.0	2192.5150120000008	266.67474469999996	2319.0	6954.0	7584.689754999998	221.45069660000001	153.0	271.0	124.0913857	1960.515973	323.0	6564.0	571.0369519	289.0	152.3798111	154.8565188	503.45989280000003	759.9525442
C00078_Trp	1266.280447	1632.42644	263.2270668	117.3980072	1468.0	237.0211137	78.19032678	49.29526681	142.3306946	90.02794012	114.74789679999999	425.3564928	925.1017002999997	144.7567051	2586.0	173.91447480000005	1417.361344	908.0	179.7226621	61.7447695	1107.0	107.297366	166.8068882	90.0	2651.0	207.5478395	155.0	153.1915637	1103.7298560000004	151.7049122	111.25297809999999	323.0	86.66405995	120.6104205	800.0	150.97713169999997	324.0	108.8944101	1331.702161	2485.867217	142.2849079	1413.9739730000001	726.0	767.0	252.0	1273.0	98.22811607	468.0	220.4080543	97.74418064	2128.0	153.0	201.54755759999998	185.4227877	126.2289524	590.3980877	64.18518348	53.9585909	182.4413668	2520.0	234.2758498	96.18837894	238.71625519999998	147.766726	5686.0	133.3771063	56.02913003	474.0	2103.0	178.5816517	178.89763280000003	407.0	51.21373437	1197.0	461.0	73.20730066	59.0	1741.0	2971.043428	364.3860079	1334.0	3471.0	428.5078488	77.30225175	102.0	825.0	270.81919750000003	860.1784631	413.0	2399.0	137.4234975	96.0	108.027745	48.28584515	124.21822390000001	47.81714008
C00079_Phe	8091.143686	5311.491663000002	2845.536752	735.8091702	6233.0	166.132063	98.98200268	862.1813614	261.5281387	1105.469218	170.98620559999995	571.1862723999999	357.855697	120.0990456	16467.0	131.4940691	3491.820115	4302.0	1194.2065220000004	286.0392032	5079.0	140.5381604	2577.588804	104.0	10695.0	8028.0223810000025	1433.0	343.80764489999996	1772.208957	428.08437639999994	341.3051572	3057.0	188.04961799999998	107.19115959999999	2487.0	598.1786837000002	1049.0	239.00661589999999	9963.210864	8605.231918000001	155.8805477	2225.051735	3387.0	3896.0	2109.0	3747.0	245.0795941	1829.0	174.7444633	10091.96585	6494.0	693.0	531.1700643	1143.875311	279.161571	1851.441339	117.23232730000001	318.3916851	520.0377133000002	8016.0	1029.4349949999996	172.33499630000003	1346.463274	207.1897449	15748.0	4324.308837	376.782796	1634.0	8147.0	1812.3542989999999	8593.475279	3380.0	141.41367639999999	5064.0	1750.0	142.8864686	113.0	18176.0	5038.68585	393.94527880000004	3612.0	13077.0	17472.07643	217.50157760000002	782.0	2249.0	883.6800242	10394.40988	1271.0	9239.0	164.726847	250.0	1562.777165	170.6705666	693.8349565000003	238.2083611
C00082_Tyr	1788.1990039999994	1837.931516	593.8775423999998	612.3496809999998	1325.0	415.7525518	136.4257394	399.8406063	338.82732210000006	465.43344339999993	193.12591940000002	195.2068544	159.9324665	224.46011049999998	18349.0	253.37410789999998	1806.1180940000002	5119.0	1001.6297509999999	173.06431809999995	6799.0	291.4824677	2375.422239	374.0	11783.0	984.2095396999999	964.0	224.94952090000004	942.4276169	431.65169460000004	405.77696480000003	2291.0	212.91282230000002	254.8227471	3200.0	189.5810093	132.0	161.5081256	3822.9991689999997	3662.9054969999997	184.0891664	1086.8076720000001	4987.0	5184.0	1840.0	957.0	229.41635269999998	2349.0	291.3774575	5066.408392	3686.0	929.0	472.5048393	1293.6574369999996	302.28970919999995	732.5050328	103.5841307	449.5397822	489.41699800000004	10618.0	673.6467823	196.29984	636.6807096	162.60965190000005	19480.0	192.8602717	158.8595937	1568.0	11213.0	1007.748455	774.5777138999997	4363.0	135.9764272	6897.0	1894.0	149.2525669	280.0	20131.0	3316.100532	484.8034313	4426.0	14310.0	5029.558009	137.23507790000002	601.0	2888.0	291.3495645	4732.030973	1820.0	11758.0	266.4279992	749.0	657.0992438999998	134.29740719999998	501.0695547	101.0926053
C00085_F6P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.80390917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.65529261	0.0	0.0	0.0	289.5346289	0.0	0.0	50.64962082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.72358238	0.0	0.0	45.62966063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.47584847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.2715329
C00086_Urea	3050.878494	951.3589201	0.0	1130.144411	0.0	0.0	107020.6343	4998.235589	400.2097375	1324.590767	315.75525760000005	398.26836069999996	545.1566083	347.5971491	2937.0	0.0	42831.099930000004	0.0	1269.298676	0.0	0.0	1262.357306	0.0	0.0	0.0	704.5006965	10541.0	0.0	1519.971079	1381.0282320000001	12865.465970000001	0.0	792.1064177999997	29194.437910000004	0.0	757.8651877	0.0	541.4740199	194097.7364	2803.574495	304.6431086	2439.614393	0.0	0.0	0.0	0.0	1280.115895	0.0	0.0	195.735414	0.0	0.0	1580.941843	1772.714523	967.5611917000001	2508.006052	437.2869796	0.0	2611.5762210000007	0.0	425.48468439999994	551.7510063	5538.594321000001	432.557771	0.0	390.5550133	860.9399677000001	0.0	0.0	368.19033260000003	5191.585596	0.0	23873.52029	0.0	16207.0	2416.187058	0.0	505.0	1156.014894	330.89750310000005	0.0	12954.0	1230.379296	548.2323495	30645.0	13622.0	410.67117460000003	939.6459425	0.0	0.0	382.3270338	0.0	630.8147357999999	389.2097104	646.544705	1697.3122859999999
C00092_G6P	198.38243640000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.4129586	0.0	258.0	0.0	0.0	0.0	0.0	0.0	0.0	174.737245	82.44907359999998	0.0	100.0	0.0	0.0	0.0	166.3803104	42.37193795	133.3728954	0.0	48.55926858	31.11489259	0.0	289.9186264	0.0	0.0	281.9426617000001	0.0	0.0	0.0	0.0	0.0	285.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0	436.1669998	0.0	24.96908337	400.82435739999994	0.0	0.0	42.16960511	0.0	0.0	0.0	324.8507666000001	0.0	0.0	275.5717088	0.0	0.0	0.0	0.0	0.0	0.0	206.2743393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.70020719	0.0	0.0	0.0
C00093_Glycerophosphate	275.9156082	182.0085649	144.6925635	0.0	0.0	0.0	147.33278969999995	0.0	0.0	173.7156699	54.01513067	471.94125589999993	163.8467455	140.3378824	191.0	0.0	0.0	0.0	0.0	0.0	0.0	166.5766243	0.0	0.0	248.0	703.7699347999999	0.0	161.29245569999995	143.72244750000004	0.0	0.0	0.0	0.0	0.0	0.0	290.6103872	0.0	0.0	339.8932841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.6421393	662.0372199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.83521582	0.0	0.0	0.0	0.0	865.0799384	0.0	0.0	280.86674569999997	321.331063	0.0	0.0	56.65256591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.70982483	0.0	319.0	2527.048625	280.0558625	0.0	0.0	223.7401986	258.60118900000003	0.0	0.0	91.15919151	0.0	321.85386689999996	0.0	280.40972450000004	296.0868408
C00099_beta-Ala	573.817645	274.69034750000003	282.7278514	747.7394082999997	199.0	166.00805580000005	362.5518043	2291.4487879999997	142.92467280000002	124.8993324	72.31152379	1075.8670630000001	640.0017256	76.43302317	94.0	70.57116441	90.19047674	376.0	813.8700944	50.36291532	387.0	281.6932237	597.6292823	37.0	189.0	237.0081336	14.0	70.29854265	1220.580309	208.25230380000002	469.7729637	1452.0	99.00536899	70.91564838	426.0	162.16183759999996	1607.0	82.74455838	110.0988048	80.87487694	61.68177665	140.5580739	485.0	822.0	529.0	574.0	2586.411228	61.0	151.3550171	947.8377776000001	273.0	183.0	699.7433973	342.6989386	236.86039080000003	521.0157055999998	60.04753506	819.8427866000003	198.72392119999998	283.0	130.3136162	70.70854938	230.4563009	105.63918559999999	242.0	91.38330147	1115.713427	545.0	356.0	171.591304	366.32054460000006	296.0	120.36912269999999	298.0	162.0	91.99141023	108.0	174.0	94.74993812	511.39529419999997	1048.0	378.0	333.5110483	113.91892800000001	129.0	61.0	277.20250289999996	1507.1490939999999	367.0	607.0	227.64581209999997	139.0	232.18932560000002	75.93411674	287.7193042	67.12462702
C00103_G1P	53.05197584	60.90624061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.33353183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.4747821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.41276247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.21422406	0.0	0.0	58.09648834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.17537685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
